CUSTOMER_ID,TOTAL_SPEND,PRE_CRISIS_ORDERS,CRISIS_ORDERS,PRE_CRISIS_RATING,CRISIS_RATING,ORDER_DROP,RATING_DROP
CUST030234,1186.60,3,0,4.6000000,,3,4.6000000
CUST047745,1021.20,3,0,4.6000000,,3,4.6000000
CUST089541,1497.70,3,0,4.6000000,,3,4.6000000
CUST011258,1525.15,3,0,4.6000000,,3,4.6000000
CUST059942,946.19,3,0,4.6000000,,3,4.6000000
CUST066493,1647.30,3,0,4.6000000,,3,4.6000000
CUST182046,1076.68,3,0,4.6000000,,3,4.6000000
CUST092767,1347.42,3,0,4.6000000,,3,4.6000000
CUST132484,964.09,3,0,4.6000000,,3,4.6000000
CUST185550,1252.13,3,0,4.6000000,,3,4.6000000
CUST105931,923.32,3,0,4.6000000,,3,4.6000000
CUST087845,1461.92,3,0,4.6000000,,3,4.6000000
CUST150045,1129.45,3,0,4.6000000,,3,4.6000000
CUST073640,1076.97,3,0,4.6000000,,3,4.6000000
CUST182959,1322.63,3,0,4.6000000,,3,4.6000000
CUST152706,1160.20,3,0,4.6000000,,3,4.6000000
CUST159112,1069.24,3,0,4.6000000,,3,4.6000000
CUST192879,1504.54,3,0,4.6000000,,3,4.6000000
CUST059412,1117.66,3,0,4.6000000,,3,4.6000000
CUST048448,1259.81,3,0,4.5666667,,3,4.5666667
CUST080846,1148.64,3,0,4.5666667,,3,4.5666667
CUST115797,1262.51,3,0,4.5666667,,3,4.5666667
CUST072680,1049.51,3,0,4.5666667,,3,4.5666667
CUST077311,2021.45,3,0,4.5666667,,3,4.5666667
CUST041138,890.16,3,0,4.5666667,,3,4.5666667
CUST123930,939.03,3,0,4.5500000,,3,4.5500000
CUST028588,1267.87,3,0,4.5500000,,3,4.5500000
CUST111438,1165.92,3,0,4.5500000,,3,4.5500000
CUST081584,1114.14,3,0,4.5500000,,3,4.5500000
CUST137393,1034.21,3,0,4.5500000,,3,4.5500000
CUST185946,1174.57,3,0,4.5500000,,3,4.5500000
CUST169747,941.14,3,0,4.5500000,,3,4.5500000
CUST101838,1585.93,3,0,4.5500000,,3,4.5500000
CUST078433,930.81,3,0,4.5500000,,3,4.5500000
CUST027153,1318.80,3,0,4.5500000,,3,4.5500000
CUST003940,1310.48,3,0,4.5500000,,3,4.5500000
CUST123362,861.06,3,0,4.5500000,,3,4.5500000
CUST016650,1438.43,3,0,4.5500000,,3,4.5500000
CUST075066,1167.35,3,0,4.5500000,,3,4.5500000
CUST181718,1091.08,3,0,4.5500000,,3,4.5500000
CUST024580,1081.28,3,0,4.5500000,,3,4.5500000
CUST093240,1095.77,3,0,4.5500000,,3,4.5500000
CUST102425,946.13,3,0,4.5500000,,3,4.5500000
CUST015050,1517.08,3,0,4.5500000,,3,4.5500000
CUST167805,1060.27,3,0,4.5500000,,3,4.5500000
CUST010487,955.11,3,0,4.5500000,,3,4.5500000
CUST008043,1248.85,3,0,4.5500000,,3,4.5500000
CUST074466,1378.17,3,0,4.5500000,,3,4.5500000
CUST137787,869.29,3,0,4.5333333,,3,4.5333333
CUST001794,1356.80,3,0,4.5333333,,3,4.5333333
CUST178946,1124.17,3,0,4.5333333,,3,4.5333333
CUST144806,924.98,3,0,4.5333333,,3,4.5333333
CUST198265,1205.31,3,0,4.5333333,,3,4.5333333
CUST096973,1054.37,3,0,4.5333333,,3,4.5333333
CUST192754,1056.24,3,0,4.5333333,,3,4.5333333
CUST099663,1063.48,3,0,4.5000000,,3,4.5000000
CUST127435,855.16,3,0,4.5000000,,3,4.5000000
CUST012677,1271.92,3,0,4.5000000,,3,4.5000000
CUST156532,1205.12,3,0,4.5000000,,3,4.5000000
CUST015984,1165.99,3,0,4.5000000,,3,4.5000000
CUST111632,1356.76,3,0,4.5000000,,3,4.5000000
CUST182650,864.87,3,0,4.5000000,,3,4.5000000
CUST061020,1088.86,3,0,4.5000000,,3,4.5000000
CUST064188,861.98,3,0,4.5000000,,3,4.5000000
CUST133831,1533.95,3,0,4.5000000,,3,4.5000000
CUST105036,1263.55,3,0,4.5000000,,3,4.5000000
CUST182350,913.54,3,0,4.5000000,,3,4.5000000
CUST133600,1330.90,3,0,4.5000000,,3,4.5000000
CUST186121,998.74,3,0,4.5000000,,3,4.5000000
CUST183192,908.38,3,0,4.5000000,,3,4.5000000
CUST182694,962.89,3,0,4.5000000,,3,4.5000000
CUST055122,999.90,3,0,4.5000000,,3,4.5000000
CUST060427,1093.65,3,0,4.5000000,,3,4.5000000
CUST042344,1500.17,3,0,4.5000000,,3,4.5000000
CUST083131,966.66,3,0,4.5000000,,3,4.5000000
CUST081325,821.68,3,0,4.5000000,,3,4.5000000
CUST037333,1350.97,3,0,4.5000000,,3,4.5000000
CUST168312,987.04,3,0,4.5000000,,3,4.5000000
CUST136940,1209.89,3,0,4.5000000,,3,4.5000000
CUST136842,826.24,3,0,4.5000000,,3,4.5000000
CUST081650,996.01,3,0,4.5000000,,3,4.5000000
CUST073284,1235.19,3,0,4.5000000,,3,4.5000000
CUST197636,932.18,3,0,4.5000000,,3,4.5000000
CUST130866,1212.33,3,0,4.5000000,,3,4.5000000
CUST052373,1205.24,3,0,4.5000000,,3,4.5000000
CUST001842,1194.15,3,0,4.5000000,,3,4.5000000
CUST034337,1019.41,3,0,4.5000000,,3,4.5000000
CUST085707,1135.16,3,0,4.5000000,,3,4.5000000
CUST121022,942.54,3,0,4.5000000,,3,4.5000000
CUST155045,1384.88,3,0,4.5000000,,3,4.5000000
CUST171292,886.38,3,0,4.5000000,,3,4.5000000
CUST104339,900.48,3,0,4.5000000,,3,4.5000000
CUST060633,817.35,3,0,4.5000000,,3,4.5000000
CUST038310,822.50,3,0,4.5000000,,3,4.5000000
CUST043243,1305.81,3,0,4.5000000,,3,4.5000000
CUST045181,863.91,3,0,4.5000000,,3,4.5000000
CUST036992,1141.54,3,0,4.5000000,,3,4.5000000
CUST014672,1107.55,3,0,4.5000000,,3,4.5000000
CUST183068,825.01,3,0,4.5000000,,3,4.5000000
CUST016077,878.29,3,0,4.5000000,,3,4.5000000
CUST076149,1141.92,3,0,4.5000000,,3,4.5000000
CUST108711,1149.02,3,0,4.5000000,,3,4.5000000
CUST159892,1171.30,3,0,4.5000000,,3,4.5000000
CUST124228,1060.05,3,0,4.5000000,,3,4.5000000
CUST111023,1077.04,3,0,4.5000000,,3,4.5000000
CUST141714,1034.80,3,0,4.5000000,,3,4.5000000
CUST131970,934.08,3,0,4.5000000,,3,4.5000000
CUST134317,1126.00,3,0,4.5000000,,3,4.5000000
CUST051830,818.98,3,0,4.5000000,,3,4.5000000
CUST109997,1010.83,3,0,4.5000000,,3,4.5000000
CUST171270,1161.62,3,0,4.5000000,,3,4.5000000
CUST126021,1136.20,3,0,4.4666667,,3,4.4666667
CUST121700,1120.66,3,0,4.4666667,,3,4.4666667
CUST139992,1114.57,3,0,4.4666667,,3,4.4666667
CUST100935,930.92,3,0,4.4500000,,3,4.4500000
CUST096731,1049.86,3,0,4.4500000,,3,4.4500000
CUST111764,1247.32,3,0,4.4500000,,3,4.4500000
CUST193441,1517.97,3,0,4.4500000,,3,4.4500000
CUST003071,1005.23,3,0,4.4500000,,3,4.4500000
CUST096746,958.76,3,0,4.4500000,,3,4.4500000
CUST136916,1122.34,3,0,4.4500000,,3,4.4500000
CUST132596,1078.02,3,0,4.4500000,,3,4.4500000
CUST165768,1274.36,3,0,4.4500000,,3,4.4500000
CUST129889,965.21,3,0,4.4500000,,3,4.4500000
CUST126550,973.19,3,0,4.4500000,,3,4.4500000
CUST171543,880.75,3,0,4.4500000,,3,4.4500000
CUST080571,1079.62,3,0,4.4500000,,3,4.4500000
CUST147598,1009.36,3,0,4.4500000,,3,4.4500000
CUST059094,850.65,3,0,4.4500000,,3,4.4500000
CUST160814,835.61,3,0,4.4500000,,3,4.4500000
CUST115424,930.75,3,0,4.4500000,,3,4.4500000
CUST024672,928.30,3,0,4.4500000,,3,4.4500000
CUST134566,857.48,3,0,4.4500000,,3,4.4500000
CUST099274,1156.11,3,0,4.4500000,,3,4.4500000
CUST167117,1476.76,3,0,4.4500000,,3,4.4500000
CUST116543,1108.35,3,0,4.4500000,,3,4.4500000
CUST056773,976.77,3,0,4.4500000,,3,4.4500000
CUST133637,945.98,3,0,4.4333333,,3,4.4333333
CUST037956,969.77,3,0,4.4333333,,3,4.4333333
CUST096870,1025.39,3,0,4.4333333,,3,4.4333333
CUST105906,916.68,3,0,4.4333333,,3,4.4333333
CUST048659,1177.31,3,0,4.4000000,,3,4.4000000
CUST068487,1198.95,3,0,4.4000000,,3,4.4000000
CUST067085,951.15,3,0,4.4000000,,3,4.4000000
CUST081833,868.10,3,0,4.4000000,,3,4.4000000
CUST115730,1045.35,3,0,4.4000000,,3,4.4000000
CUST106642,970.22,3,0,4.4000000,,3,4.4000000
CUST106620,1198.77,3,0,4.4000000,,3,4.4000000
CUST174477,991.55,3,0,4.4000000,,3,4.4000000
CUST027274,926.37,3,0,4.4000000,,3,4.4000000
CUST023534,1206.58,3,0,4.4000000,,3,4.4000000
CUST096849,998.53,3,0,4.4000000,,3,4.4000000
CUST109224,1085.89,3,0,4.4000000,,3,4.4000000
CUST177856,974.51,3,0,4.4000000,,3,4.4000000
CUST108483,834.28,3,0,4.4000000,,3,4.4000000
CUST024548,1142.12,3,0,4.4000000,,3,4.4000000
CUST041121,1261.60,3,0,4.4000000,,3,4.4000000
CUST131342,1065.86,3,0,4.4000000,,3,4.4000000
CUST116232,1475.90,3,0,4.4000000,,3,4.4000000
CUST106549,1464.29,3,0,4.4000000,,3,4.4000000
CUST006831,908.77,3,0,4.4000000,,3,4.4000000
CUST007968,1094.89,3,0,4.4000000,,3,4.4000000
CUST174823,1056.16,3,0,4.4000000,,3,4.4000000
CUST001379,1098.03,3,0,4.4000000,,3,4.4000000
CUST072467,1116.35,3,0,4.4000000,,3,4.4000000
CUST076997,941.73,3,0,4.4000000,,3,4.4000000
CUST099873,1035.65,3,0,4.4000000,,3,4.4000000
CUST195479,1337.75,3,0,4.4000000,,3,4.4000000
CUST051766,878.23,3,0,4.4000000,,3,4.4000000
CUST160170,854.46,3,0,4.4000000,,3,4.4000000
CUST065153,1606.51,3,0,4.4000000,,3,4.4000000
CUST149704,936.78,3,0,4.4000000,,3,4.4000000
CUST106399,1252.73,3,0,4.4000000,,3,4.4000000
CUST040149,1033.19,3,0,4.4000000,,3,4.4000000
CUST056174,1204.92,3,0,4.4000000,,3,4.4000000
CUST187724,1471.44,3,0,4.4000000,,3,4.4000000
CUST166404,913.18,3,0,4.4000000,,3,4.4000000
CUST141468,970.79,3,0,4.4000000,,3,4.4000000
CUST047299,1070.78,3,0,4.4000000,,3,4.4000000
CUST180558,1178.83,3,0,4.4000000,,3,4.4000000
CUST098402,1164.08,3,0,4.4000000,,3,4.4000000
CUST081275,1033.26,3,0,4.4000000,,3,4.4000000
CUST160990,1268.31,3,0,4.4000000,,3,4.4000000
CUST139755,1294.27,3,0,4.4000000,,3,4.4000000
CUST021394,953.63,3,0,4.3666667,,3,4.3666667
CUST056604,1168.17,3,0,4.3666667,,3,4.3666667
CUST034528,1120.12,3,0,4.3666667,,3,4.3666667
CUST078115,816.58,3,0,4.3666667,,3,4.3666667
CUST098105,840.78,3,0,4.3500000,,3,4.3500000
CUST039189,813.30,3,0,4.3500000,,3,4.3500000
CUST163280,1342.08,3,0,4.3500000,,3,4.3500000
CUST138676,923.16,3,0,4.3500000,,3,4.3500000
CUST064536,1128.40,3,0,4.3500000,,3,4.3500000
CUST121509,1799.80,3,0,4.3500000,,3,4.3500000
CUST186260,953.06,3,0,4.3500000,,3,4.3500000
CUST000816,1170.18,3,0,4.3500000,,3,4.3500000
CUST053302,989.63,3,0,4.3500000,,3,4.3500000
CUST149314,1240.20,3,0,4.3500000,,3,4.3500000
CUST026155,1222.57,3,0,4.3500000,,3,4.3500000
CUST058615,852.63,3,0,4.3500000,,3,4.3500000
CUST028430,969.33,3,0,4.3500000,,3,4.3500000
CUST100355,1491.43,3,0,4.3500000,,3,4.3500000
CUST067570,854.26,3,0,4.3500000,,3,4.3500000
CUST050638,1533.27,3,0,4.3500000,,3,4.3500000
CUST034343,1211.87,3,0,4.3333333,,3,4.3333333
CUST181529,997.00,3,0,4.3333333,,3,4.3333333
CUST021232,1296.74,3,0,4.3333333,,3,4.3333333
CUST126114,964.11,3,0,4.3333333,,3,4.3333333
CUST162193,1234.11,3,0,4.3000000,,3,4.3000000
CUST038690,1084.54,3,0,4.3000000,,3,4.3000000
CUST051162,1036.12,3,0,4.3000000,,3,4.3000000
CUST154410,932.97,3,0,4.3000000,,3,4.3000000
CUST145723,1096.22,3,0,4.3000000,,3,4.3000000
CUST031562,1300.29,3,0,4.3000000,,3,4.3000000
CUST027589,1105.04,3,0,4.3000000,,3,4.3000000
CUST113277,1057.53,3,0,4.3000000,,3,4.3000000
CUST181555,1512.98,3,0,4.3000000,,3,4.3000000
CUST185591,808.71,3,0,4.3000000,,3,4.3000000
CUST089698,902.51,3,0,4.3000000,,3,4.3000000
CUST008282,1273.39,3,0,4.3000000,,3,4.3000000
CUST127285,953.12,3,0,4.3000000,,3,4.3000000
CUST111252,1038.89,3,0,4.3000000,,3,4.3000000
CUST079262,863.86,3,0,4.3000000,,3,4.3000000
CUST131108,915.58,3,0,4.3000000,,3,4.3000000
CUST138335,1259.48,3,0,4.3000000,,3,4.3000000
CUST024100,1135.66,3,0,4.3000000,,3,4.3000000
CUST103843,885.86,3,0,4.3000000,,3,4.3000000
CUST132233,923.25,3,0,4.3000000,,3,4.3000000
CUST011654,1266.10,3,0,4.3000000,,3,4.3000000
CUST072612,909.77,3,0,4.2666667,,3,4.2666667
CUST034255,976.76,3,0,4.2666667,,3,4.2666667
CUST026003,866.16,3,0,4.2666667,,3,4.2666667
CUST045876,1336.62,3,0,4.2666667,,3,4.2666667
CUST161428,1047.78,3,0,4.2500000,,3,4.2500000
CUST021324,1255.73,3,0,4.2500000,,3,4.2500000
CUST082935,1026.55,3,0,4.2500000,,3,4.2500000
CUST012940,1111.43,3,0,4.2500000,,3,4.2500000
CUST013695,1172.21,3,0,4.2500000,,3,4.2500000
CUST156363,924.54,3,0,4.2500000,,3,4.2500000
CUST118782,946.89,3,0,4.2333333,,3,4.2333333
CUST052074,1286.62,3,0,4.2000000,,3,4.2000000
CUST179031,1094.61,3,0,4.2000000,,3,4.2000000
CUST139330,995.47,3,0,4.2000000,,3,4.2000000
CUST016903,983.96,3,0,4.2000000,,3,4.2000000
CUST008181,942.25,3,0,4.2000000,,3,4.2000000
CUST122186,821.54,3,0,4.2000000,,3,4.2000000
CUST090278,1238.38,3,0,4.2000000,,3,4.2000000
CUST121140,1219.10,3,0,4.2000000,,3,4.2000000
CUST152692,1043.74,3,0,4.2000000,,3,4.2000000
CUST162789,1016.52,3,0,4.2000000,,3,4.2000000
CUST058094,1105.29,3,0,4.2000000,,3,4.2000000
CUST176629,949.58,3,0,4.2000000,,3,4.2000000
CUST106934,853.72,3,0,4.2000000,,3,4.2000000
CUST089700,1269.96,3,0,4.2000000,,3,4.2000000
CUST184612,1029.41,3,0,4.2000000,,3,4.2000000
CUST065550,957.03,3,0,4.2000000,,3,4.2000000
CUST077267,1335.27,3,0,4.2000000,,3,4.2000000
CUST181159,901.01,3,0,4.2000000,,3,4.2000000
CUST080630,1004.82,3,0,4.2000000,,3,4.2000000
CUST082692,1160.52,3,0,4.2000000,,3,4.2000000
CUST179853,1155.58,3,0,4.2000000,,3,4.2000000
CUST033586,919.67,3,0,4.2000000,,3,4.2000000
CUST148891,1005.56,3,0,4.2000000,,3,4.2000000
CUST174127,1000.30,3,0,4.2000000,,3,4.2000000
CUST145378,1410.60,3,0,4.2000000,,3,4.2000000
CUST076309,1209.10,4,1,4.2000000,,3,4.2000000
CUST054051,1266.98,3,0,4.1666667,,3,4.1666667
CUST091778,1075.08,3,0,4.1500000,,3,4.1500000
CUST153725,1229.78,3,0,4.1500000,,3,4.1500000
CUST016701,1282.64,3,0,4.1500000,,3,4.1500000
CUST182645,1124.46,3,0,4.1000000,,3,4.1000000
CUST127223,1080.19,3,0,4.1000000,,3,4.1000000
CUST049095,900.34,3,0,4.1000000,,3,4.1000000
CUST155948,910.91,3,0,4.1000000,,3,4.1000000
CUST103138,942.02,3,0,4.1000000,,3,4.1000000
CUST136890,1044.81,4,1,4.1000000,,3,4.1000000
CUST019026,988.94,3,0,4.1000000,,3,4.1000000
CUST034792,1267.34,3,0,4.1000000,,3,4.1000000
CUST166335,1064.13,3,0,4.1000000,,3,4.1000000
CUST069860,851.27,3,0,4.1000000,,3,4.1000000
CUST060855,1561.67,3,0,4.1000000,,3,4.1000000
CUST153083,991.32,3,0,4.1000000,,3,4.1000000
CUST077505,1075.84,3,0,4.1000000,,3,4.1000000
CUST039858,1062.93,3,0,4.1000000,,3,4.1000000
CUST011051,1380.87,3,0,4.1000000,,3,4.1000000
CUST133854,859.16,3,0,4.1000000,,3,4.1000000
CUST103368,969.14,3,0,4.1000000,,3,4.1000000
CUST124231,1003.57,3,0,4.0666667,,3,4.0666667
CUST091700,813.47,3,0,4.0500000,,3,4.0500000
CUST136157,1005.90,3,0,4.0500000,,3,4.0500000
CUST026181,1048.18,3,0,4.0000000,,3,4.0000000
CUST097177,903.01,3,0,4.0000000,,3,4.0000000
CUST067403,1247.74,3,0,4.0000000,,3,4.0000000
CUST122524,1013.58,3,0,4.0000000,,3,4.0000000
CUST030731,901.34,3,0,4.0000000,,3,4.0000000
CUST101927,1023.45,3,0,4.0000000,,3,4.0000000
CUST117141,861.80,3,0,4.0000000,,3,4.0000000
CUST095131,1070.70,3,0,4.0000000,,3,4.0000000
CUST115412,1127.12,3,0,4.0000000,,3,4.0000000
CUST078548,827.16,3,0,4.0000000,,3,4.0000000
CUST029260,870.73,3,0,4.0000000,,3,4.0000000
CUST020762,920.84,3,0,4.0000000,,3,4.0000000
CUST106515,995.07,3,0,4.0000000,,3,4.0000000
CUST052866,1178.55,3,0,4.0000000,,3,4.0000000
CUST157648,1222.01,3,0,3.9500000,,3,3.9500000
CUST167528,1032.61,3,0,3.9500000,,3,3.9500000
CUST018394,962.37,3,0,3.9000000,,3,3.9000000
CUST066646,837.53,3,0,3.9000000,,3,3.9000000
CUST040112,1005.94,3,0,3.9000000,,3,3.9000000
CUST127169,1133.85,3,0,3.9000000,,3,3.9000000
CUST075935,1036.00,3,0,3.9000000,,3,3.9000000
CUST145952,968.91,3,0,3.9000000,,3,3.9000000
CUST055227,1474.63,3,0,3.8500000,,3,3.8500000
CUST162475,861.46,3,0,3.8333333,,3,3.8333333
CUST102123,1349.20,3,0,3.8000000,,3,3.8000000
CUST051879,808.76,3,0,3.8000000,,3,3.8000000
CUST079096,916.46,3,0,3.8000000,,3,3.8000000
CUST173721,1359.04,3,0,3.8000000,,3,3.8000000
CUST098460,955.36,3,0,3.7000000,,3,3.7000000
CUST034992,920.43,3,0,3.7000000,,3,3.7000000
CUST148740,1069.91,3,0,3.7000000,,3,3.7000000
CUST071458,992.83,3,0,3.6000000,,3,3.6000000
CUST020252,1552.20,4,1,4.5000000,4.0000000,3,0.5000000
CUST124189,1198.23,4,1,4.2500000,4.0000000,3,0.2500000
CUST082306,1157.97,4,1,4.2000000,4.0000000,3,0.2000000
CUST178428,1026.67,4,1,4.7500000,4.6000000,3,0.1500000
CUST072644,1403.92,4,1,4.2500000,5.0000000,3,-0.7500000
CUST190640,874.96,2,0,,,2,
CUST039007,933.36,2,0,,,2,
CUST166032,922.83,2,0,,,2,
CUST072839,834.15,2,0,,,2,
CUST187070,1003.45,2,0,,,2,
CUST132065,878.01,2,0,,,2,
CUST188988,837.78,2,0,,,2,
CUST185361,918.13,2,0,,,2,
CUST178299,920.48,2,0,,,2,
CUST116267,949.01,2,0,,,2,
CUST008660,943.64,2,0,,,2,
CUST052040,852.35,2,0,,,2,
CUST097977,813.42,2,0,,,2,
CUST088633,1563.14,2,0,,,2,
CUST092795,903.78,2,0,,,2,
CUST108534,906.71,2,0,,,2,
CUST195257,896.76,2,0,,,2,
CUST048873,985.59,2,0,,,2,
CUST153699,823.58,2,0,,,2,
CUST041187,872.02,2,0,,,2,
CUST064118,833.28,2,0,,,2,
CUST075890,949.88,2,0,,,2,
CUST092049,937.73,2,0,,,2,
CUST060415,962.71,2,0,,,2,
CUST023777,877.10,2,0,,,2,
CUST190929,944.00,2,0,,,2,
CUST132382,817.12,2,0,,,2,
CUST082203,837.10,2,0,,,2,
CUST032165,971.92,2,0,,,2,
CUST184070,829.52,2,0,,,2,
CUST140028,861.04,2,0,,,2,
CUST042105,853.41,2,0,,,2,
CUST016922,853.31,2,0,,,2,
CUST063512,828.25,2,0,,,2,
CUST037580,840.84,2,0,,,2,
CUST154028,980.50,2,0,,,2,
CUST052871,842.74,2,0,,,2,
CUST132688,867.28,2,0,,,2,
CUST095526,1189.73,2,0,,,2,
CUST195029,1101.16,2,0,,,2,
CUST120657,981.24,2,0,,,2,
CUST065245,1084.87,2,0,,,2,
CUST036930,834.69,2,0,,,2,
CUST014226,944.82,2,0,,,2,
CUST000211,821.37,2,0,,,2,
CUST170213,1088.49,2,0,,,2,
CUST009769,934.73,2,0,,,2,
CUST149507,817.13,2,0,,,2,
CUST039227,822.63,2,0,,,2,
CUST023961,824.83,2,0,,,2,
CUST005446,924.88,2,0,,,2,
CUST124376,839.00,2,0,,,2,
CUST125715,943.05,2,0,,,2,
CUST035641,1113.43,2,0,,,2,
CUST061435,861.51,2,0,,,2,
CUST114875,874.38,2,0,,,2,
CUST102601,1160.30,2,0,,,2,
CUST130236,988.48,2,0,,,2,
CUST191326,965.87,2,0,,,2,
CUST073181,831.21,2,0,,,2,
CUST083280,1013.20,2,0,,,2,
CUST022723,961.73,2,0,,,2,
CUST059664,815.00,2,0,,,2,
CUST009792,816.06,2,0,,,2,
CUST083255,827.63,2,0,,,2,
CUST139727,865.13,2,0,,,2,
CUST009271,903.22,2,0,,,2,
CUST067107,920.85,2,0,,,2,
CUST026363,817.36,2,0,,,2,
CUST149137,871.62,2,0,,,2,
CUST125979,1041.40,2,0,,,2,
CUST034744,825.35,2,0,,,2,
CUST076541,1016.36,2,0,,,2,
CUST093272,878.47,2,0,,,2,
CUST146993,962.41,2,0,,,2,
CUST017559,856.53,2,0,,,2,
CUST138497,981.33,2,0,,,2,
CUST094284,1064.15,2,0,,,2,
CUST075721,868.96,2,0,,,2,
CUST188476,913.67,2,0,,,2,
CUST137486,930.35,2,0,,,2,
CUST146587,846.27,2,0,,,2,
CUST075695,912.10,2,0,,,2,
CUST155035,882.36,2,0,,,2,
CUST167393,812.96,2,0,,,2,
CUST147382,863.59,2,0,,,2,
CUST096358,984.25,2,0,,,2,
CUST063414,1035.74,2,0,,,2,
CUST131033,858.10,2,0,,,2,
CUST179526,1238.79,2,0,,,2,
CUST182329,889.58,2,0,,,2,
CUST161739,833.10,2,0,,,2,
CUST106154,1227.13,2,0,,,2,
CUST176444,882.83,2,0,,,2,
CUST186075,1306.96,2,0,,,2,
CUST156373,904.75,2,0,,,2,
CUST063342,811.60,2,0,,,2,
CUST192279,958.66,2,0,,,2,
CUST107356,876.30,2,0,,,2,
CUST060045,833.81,2,0,,,2,
CUST041886,870.55,2,0,,,2,
CUST018434,1022.06,2,0,,,2,
CUST069064,848.81,2,0,,,2,
CUST074583,823.88,2,0,,,2,
CUST194519,842.22,2,0,,,2,
CUST107277,980.53,2,0,,,2,
CUST164246,868.60,2,0,,,2,
CUST048894,859.48,2,0,,,2,
CUST049426,908.37,2,0,,,2,
CUST130069,853.83,2,0,,,2,
CUST056648,847.09,2,0,,,2,
CUST046118,844.27,2,0,,,2,
CUST070058,923.01,2,0,,,2,
CUST014818,903.13,2,0,,,2,
CUST065487,899.67,2,0,,,2,
CUST101665,1012.79,2,0,,,2,
CUST127840,944.25,2,0,,,2,
CUST087579,857.60,2,0,,,2,
CUST032782,1121.48,2,0,,,2,
CUST017323,1206.60,3,1,,4.6000000,2,
CUST087977,991.64,2,0,,,2,
CUST136053,921.93,3,1,,3.4000000,2,
CUST103943,888.46,2,0,,,2,
CUST021622,1273.28,3,1,,,2,
CUST147921,902.75,2,0,,,2,
CUST171353,1306.48,3,1,,,2,
CUST036981,953.06,2,0,,,2,
CUST072791,920.73,2,0,,,2,
CUST027396,1139.97,2,0,,,2,
CUST191469,1153.75,2,0,,,2,
CUST199371,1052.26,2,0,,,2,
CUST150152,822.82,2,0,,,2,
CUST049999,1040.84,2,0,,,2,
CUST087705,919.21,3,1,,,2,
CUST033113,1191.36,2,0,,,2,
CUST075953,860.78,2,0,,,2,
CUST032840,876.13,2,0,,,2,
CUST110840,846.56,2,0,,,2,
CUST188897,835.96,2,0,,,2,
CUST101229,1138.56,2,0,,,2,
CUST051231,938.38,2,0,,,2,
CUST067145,954.82,2,0,,,2,
CUST061357,847.51,2,0,,,2,
CUST018292,1145.78,2,0,,,2,
CUST170647,967.49,2,0,,,2,
CUST134371,942.43,2,0,,,2,
CUST037206,827.64,2,0,,,2,
CUST072445,1285.00,2,0,,,2,
CUST030895,812.60,2,0,,,2,
CUST048887,808.11,2,0,,,2,
CUST116009,879.93,2,0,,,2,
CUST097825,835.34,2,0,,,2,
CUST090909,943.35,2,0,,,2,
CUST166772,871.70,2,0,,,2,
CUST108837,950.71,2,0,,,2,
CUST035343,811.83,2,0,,,2,
CUST128741,902.04,2,0,,,2,
CUST014163,835.49,2,0,,,2,
CUST058441,1045.65,2,0,,,2,
CUST145912,898.38,2,0,,,2,
CUST146768,860.48,2,0,,,2,
CUST043511,845.79,2,0,,,2,
CUST073843,983.11,2,0,,,2,
CUST105400,934.63,2,0,,,2,
CUST043522,981.43,2,0,,,2,
CUST114398,1032.47,2,0,,,2,
CUST004555,848.85,2,0,,,2,
CUST088270,844.41,2,0,,,2,
CUST183007,906.53,2,0,,,2,
CUST058355,1010.20,2,0,,,2,
CUST173766,902.84,2,0,,,2,
CUST084041,1032.78,2,0,,,2,
CUST109263,883.97,2,0,,,2,
CUST089055,1037.36,2,0,,,2,
CUST149858,882.70,2,0,,,2,
CUST000927,947.38,2,0,,,2,
CUST188064,838.62,2,0,,,2,
CUST075706,873.70,2,0,,,2,
CUST158379,1099.53,2,0,,,2,
CUST012369,926.48,2,0,,,2,
CUST029333,1155.77,2,0,,,2,
CUST188958,870.31,2,0,,,2,
CUST018080,883.95,2,0,,,2,
CUST135956,898.07,2,0,,,2,
CUST125426,847.40,2,0,,,2,
CUST077409,817.82,2,0,,,2,
CUST109897,881.84,2,0,,,2,
CUST065302,1121.03,2,0,,,2,
CUST154294,1077.69,2,0,,,2,
CUST043065,941.01,2,0,,,2,
CUST163269,1132.45,2,0,,,2,
CUST046617,836.97,2,0,,,2,
CUST132583,810.18,2,0,,,2,
CUST199013,810.88,2,0,,,2,
CUST193925,1205.27,2,0,,,2,
CUST116223,973.67,2,0,,,2,
CUST026482,807.81,2,0,,,2,
CUST192953,1123.83,2,0,,,2,
CUST053922,1022.55,2,0,,,2,
CUST109685,911.32,2,0,,,2,
CUST109227,812.69,2,0,,,2,
CUST162347,859.59,2,0,,,2,
CUST129750,908.40,2,0,,,2,
CUST192903,986.16,2,0,,,2,
CUST067996,875.97,2,0,,,2,
CUST173338,834.99,2,0,,,2,
CUST139858,810.25,2,0,,,2,
CUST090599,881.33,2,0,,,2,
CUST070467,873.05,2,0,,,2,
CUST145962,894.98,2,0,,,2,
CUST103919,953.64,2,0,,,2,
CUST189095,853.24,2,0,,,2,
CUST148695,1232.73,2,0,,,2,
CUST164662,941.14,2,0,,,2,
CUST198832,886.14,2,0,,,2,
CUST119773,832.09,2,0,,,2,
CUST033890,816.26,2,0,,,2,
CUST117559,869.97,2,0,,,2,
