customer_id,signup_date,acquisition_channel
CUST057736,24-03-2025,Organic
CUST057737,23-04-2025,Referral
CUST057739,26-02-2025,Organic
CUST057740,02-04-2025,Organic
CUST057741,27-02-2025,Referral
CUST057742,28-01-2025,Organic
CUST057745,26-11-2024,Organic
CUST057746,11-04-2025,Paid
CUST057749,02-03-2025,Organic
CUST057750,01-07-2025,Paid
CUST057751,16-04-2025,Organic
CUST057752,27-03-2025,Organic
CUST057756,01-04-2025,Organic
CUST057757,19-04-2025,Organic
CUST057758,08-03-2025,Organic
CUST057759,14-05-2025,Referral
CUST057761,10-04-2025,Organic
CUST057762,25-07-2025,Paid
CUST057765,29-12-2024,Organic
CUST057769,27-02-2025,Paid
CUST057770,21-02-2025,Referral
CUST057772,29-11-2024,Organic
CUST057773,10-07-2025,Social
CUST057775,05-03-2025,Paid
CUST057776,07-03-2025,Organic
CUST057777,09-03-2025,Paid
CUST057778,20-11-2024,Organic
CUST057779,18-12-2024,Referral
CUST057780,24-04-2025,Organic
CUST057781,29-11-2024,Organic
CUST057783,29-07-2025,Social
CUST057784,15-01-2025,Referral
CUST057789,02-01-2025,Social
CUST057791,17-02-2025,Paid
CUST057793,12-06-2025,Referral
CUST057794,27-06-2025,Paid
CUST057795,01-04-2025,Organic
CUST057798,22-03-2025,Organic
CUST057799,05-12-2024,Organic
CUST057800,11-01-2025,Referral
CUST057801,15-02-2025,Organic
CUST057802,03-07-2025,Paid
CUST057804,13-08-2025,Paid
CUST057806,18-03-2025,Referral
CUST057807,16-02-2025,Social
CUST057808,25-02-2025,Paid
CUST057809,06-03-2025,Organic
CUST057810,30-01-2025,Organic
CUST057814,12-06-2025,Social
CUST057815,10-04-2025,Organic
CUST057816,24-01-2025,Paid
CUST057817,07-05-2025,Organic
CUST057821,26-11-2024,Social
CUST057822,18-01-2025,Social
CUST057825,30-03-2025,Paid
CUST057826,08-02-2025,Referral
CUST057828,13-02-2025,Paid
CUST057829,14-01-2025,Organic
CUST057831,08-02-2025,Social
CUST057832,07-03-2025,Paid
CUST057833,07-01-2025,Referral
CUST057836,27-01-2025,Organic
CUST057840,15-02-2025,Organic
CUST057842,04-04-2025,Organic
CUST057845,15-08-2025,Social
CUST057847,20-01-2025,Social
CUST057849,12-04-2025,Paid
CUST057850,09-03-2025,Organic
CUST057855,01-02-2025,Organic
CUST057857,15-03-2025,Organic
CUST057858,01-02-2025,Paid
CUST057859,14-04-2025,Organic
CUST057860,13-05-2025,Referral
CUST057863,03-12-2024,Organic
CUST057864,05-02-2025,Organic
CUST057868,22-02-2025,Organic
CUST057870,08-05-2025,Social
CUST057871,16-04-2025,Organic
CUST057872,26-12-2024,Referral
CUST057873,28-02-2025,Referral
CUST057876,04-06-2025,Organic
CUST057877,06-06-2025,Organic
CUST057879,10-11-2024,Organic
CUST057881,14-02-2025,Organic
CUST057884,05-05-2025,Organic
CUST057885,10-04-2025,Organic
CUST057887,29-01-2025,Referral
CUST057892,01-02-2025,Referral
CUST057893,13-03-2025,Paid
CUST057895,06-12-2024,Organic
CUST057897,27-02-2025,Referral
CUST057898,29-03-2025,Organic
CUST057899,31-12-2024,Organic
CUST057900,24-02-2025,Organic
CUST057901,01-12-2024,Organic
CUST057902,16-01-2025,Paid
CUST057904,05-02-2025,Paid
CUST057908,09-01-2025,Organic
CUST057910,05-04-2025,Paid
CUST057911,26-05-2025,Organic
CUST057912,31-12-2024,Referral
CUST057913,09-07-2025,Social
CUST057916,20-01-2025,Organic
CUST057918,05-04-2025,Organic
CUST057919,19-01-2025,Organic
CUST057921,14-04-2025,Organic
CUST057926,12-03-2025,Organic
CUST057927,18-12-2024,Paid
CUST057928,02-04-2025,Organic
CUST057929,12-02-2025,Organic
CUST057930,04-07-2025,Social
CUST057931,28-11-2024,Paid
CUST057933,07-08-2025,Paid
CUST057934,15-07-2025,Paid
CUST057935,06-02-2025,Paid
CUST057937,01-03-2025,Organic
CUST057941,04-09-2025,Paid
CUST057944,08-02-2025,Social
CUST057945,21-11-2024,Organic
CUST057948,25-04-2025,Paid
CUST057949,08-06-2025,Paid
CUST057950,24-04-2025,Organic
CUST057953,09-02-2025,Social
CUST057956,11-07-2025,Organic
CUST057958,04-04-2025,Organic
CUST057959,06-07-2025,Social
CUST057960,25-12-2024,Organic
CUST057965,25-03-2025,Organic
CUST057966,02-01-2025,Organic
CUST057967,18-01-2025,Organic
CUST057968,14-03-2025,Paid
CUST057975,06-01-2025,Organic
CUST057978,08-08-2025,Paid
CUST057979,21-02-2025,Paid
CUST057985,08-01-2025,Organic
CUST057986,19-12-2024,Organic
CUST057988,28-12-2024,Organic
CUST057989,12-01-2025,Organic
CUST057990,31-12-2024,Paid
CUST057993,03-01-2025,Organic
CUST057994,25-02-2025,Social
CUST057995,29-12-2024,Organic
CUST057999,02-06-2025,Paid
CUST058000,08-02-2025,Organic
CUST058006,13-12-2024,Organic
CUST058008,14-05-2025,Organic
CUST058009,02-03-2025,Organic
CUST058011,28-04-2025,Organic
CUST058013,08-02-2025,Paid
CUST058014,03-04-2025,Organic
CUST058018,08-05-2025,Referral
CUST058019,26-02-2025,Organic
CUST058020,07-04-2025,Paid
CUST058025,14-03-2025,Referral
CUST058028,19-02-2025,Organic
CUST058029,04-04-2025,Organic
CUST058031,27-03-2025,Referral
CUST058032,14-05-2025,Organic
CUST058033,07-12-2024,Referral
CUST058034,28-11-2024,Paid
CUST058036,03-02-2025,Organic
CUST058038,30-12-2024,Organic
CUST058043,08-06-2025,Paid
CUST058045,30-03-2025,Referral
CUST058047,18-02-2025,Organic
CUST058048,12-01-2025,Referral
CUST058050,26-01-2025,Paid
CUST058051,15-03-2025,Organic
CUST058052,16-03-2025,Social
CUST058053,17-07-2025,Paid
CUST058055,15-12-2024,Paid
CUST058057,30-05-2025,Paid
CUST058058,06-01-2025,Paid
CUST058065,23-03-2025,Organic
CUST058067,22-05-2025,Organic
CUST058068,20-04-2025,Organic
CUST058069,05-12-2024,Paid
CUST058070,28-11-2024,Organic
CUST058074,19-01-2025,Referral
CUST058076,23-04-2025,Organic
CUST058077,22-07-2025,Paid
CUST058078,28-12-2024,Paid
CUST058080,29-03-2025,Paid
CUST058082,12-05-2025,Paid
CUST058088,19-01-2025,Social
CUST058093,17-02-2025,Organic
CUST058094,01-12-2024,Paid
CUST058095,06-06-2025,Referral
CUST058102,09-04-2025,Organic
CUST058104,23-02-2025,Organic
CUST058105,06-02-2025,Referral
CUST058107,02-05-2025,Paid
CUST058110,04-01-2025,Organic
CUST058113,05-01-2025,Referral
CUST058114,03-12-2024,Paid
CUST058115,01-02-2025,Social
CUST058116,03-03-2025,Organic
CUST058118,19-01-2025,Social
CUST058120,13-05-2025,Referral
CUST058121,03-02-2025,Organic
CUST058122,27-02-2025,Organic
CUST058124,09-12-2024,Referral
CUST058126,06-01-2025,Organic
CUST058127,09-03-2025,Paid
CUST058128,12-11-2024,Paid
CUST058130,25-05-2025,Organic
CUST058133,02-02-2025,Social
CUST058134,07-01-2025,Organic
CUST058135,16-05-2025,Organic
CUST058137,10-03-2025,Paid
CUST058139,11-01-2025,Organic
CUST058143,23-05-2025,Paid
CUST058144,26-05-2025,Organic
CUST058145,02-01-2025,Organic
CUST058146,07-01-2025,Referral
CUST058147,17-03-2025,Paid
CUST058148,24-01-2025,Social
CUST058151,31-12-2024,Organic
CUST058153,24-01-2025,Organic
CUST058154,08-02-2025,Organic
CUST058156,18-08-2025,Organic
CUST058157,16-03-2025,Organic
CUST058158,26-06-2025,Paid
CUST058159,16-01-2025,Organic
CUST058160,03-01-2025,Organic
CUST058161,02-12-2024,Organic
CUST058162,21-01-2025,Organic
CUST058164,01-01-2025,Paid
CUST058165,29-01-2025,Organic
CUST058168,21-08-2025,Paid
CUST058170,13-01-2025,Organic
CUST058172,22-12-2024,Organic
CUST058173,07-01-2025,Organic
CUST058178,04-09-2025,Paid
CUST058179,05-05-2025,Organic
CUST058180,19-02-2025,Organic
CUST058182,06-12-2024,Organic
CUST058184,28-11-2024,Organic
CUST058185,19-08-2025,Paid
CUST058188,03-05-2025,Organic
CUST058189,13-05-2025,Paid
CUST058191,17-08-2025,Organic
CUST058192,29-04-2025,Organic
CUST058194,01-03-2025,Organic
CUST058195,19-01-2025,Organic
CUST058197,10-01-2025,Referral
CUST058198,01-12-2024,Referral
CUST058199,21-05-2025,Paid
CUST058200,13-04-2025,Referral
CUST058201,21-03-2025,Referral
CUST058202,12-01-2025,Paid
CUST058203,02-12-2024,Referral
CUST058204,08-09-2025,Organic
CUST058206,30-01-2025,Social
CUST058207,07-01-2025,Referral
CUST058208,13-04-2025,Organic
CUST058209,02-05-2025,Social
CUST058211,28-01-2025,Referral
CUST058214,27-12-2024,Organic
CUST058215,10-03-2025,Organic
CUST058216,07-05-2025,Referral
CUST058218,07-01-2025,Organic
CUST058222,23-01-2025,Organic
CUST058223,26-12-2024,Organic
CUST058225,04-12-2024,Paid
CUST058227,06-02-2025,Paid
CUST058229,04-04-2025,Organic
CUST058230,21-02-2025,Paid
CUST058232,13-01-2025,Referral
CUST058233,10-01-2025,Organic
CUST058236,02-12-2024,Referral
CUST058238,17-12-2024,Organic
CUST058239,19-01-2025,Organic
CUST058240,07-02-2025,Referral
CUST058241,08-04-2025,Referral
CUST058248,17-03-2025,Referral
CUST058249,09-07-2025,Paid
CUST058250,20-03-2025,Organic
CUST058251,27-12-2024,Referral
CUST058254,17-01-2025,Paid
CUST058255,24-12-2024,Paid
CUST058257,11-04-2025,Paid
CUST058258,27-02-2025,Organic
CUST058259,22-04-2025,Organic
CUST058260,02-12-2024,Organic
CUST058264,05-01-2025,Referral
CUST058265,04-01-2025,Paid
CUST058268,11-01-2025,Organic
CUST058271,14-05-2025,Social
CUST058278,04-01-2025,Organic
CUST058281,09-06-2025,Referral
CUST058285,05-06-2025,Organic
CUST058286,09-02-2025,Referral
CUST058288,19-03-2025,Referral
CUST058290,05-07-2025,Paid
CUST058292,13-03-2025,Organic
CUST058293,25-12-2024,Referral
CUST058296,15-05-2025,Paid
CUST058299,03-01-2025,Paid
CUST058300,01-12-2024,Organic
CUST058303,19-08-2025,Paid
CUST058305,29-12-2024,Organic
CUST058306,15-03-2025,Referral
CUST058307,09-03-2025,Paid
CUST058310,30-06-2025,Paid
CUST058311,09-12-2024,Organic
CUST058314,13-07-2025,Paid
CUST058316,11-08-2025,Organic
CUST058318,20-01-2025,Organic
CUST058319,22-08-2025,Social
CUST058320,10-12-2024,Referral
CUST058322,07-01-2025,Organic
CUST058324,09-02-2025,Organic
CUST058328,18-02-2025,Referral
CUST058332,09-07-2025,Paid
CUST058336,05-01-2025,Referral
CUST058337,24-01-2025,Organic
CUST058340,13-12-2024,Organic
CUST058341,25-01-2025,Referral
CUST058344,30-11-2024,Organic
CUST058345,08-01-2025,Organic
CUST058346,17-01-2025,Organic
CUST058347,16-06-2025,Social
CUST058349,11-01-2025,Social
CUST058354,17-02-2025,Organic
CUST058355,09-12-2024,Organic
CUST058357,24-05-2025,Organic
CUST058361,19-12-2024,Organic
CUST058362,24-01-2025,Paid
CUST058363,19-02-2025,Organic
CUST058364,01-12-2024,Paid
CUST058366,04-05-2025,Organic
CUST058370,31-05-2025,Referral
CUST058375,23-03-2025,Organic
CUST058376,12-12-2024,Organic
CUST058378,12-01-2025,Organic
CUST058382,05-01-2025,Organic
CUST058383,13-04-2025,Organic
CUST058385,03-01-2025,Organic
CUST058386,30-04-2025,Organic
CUST058387,25-01-2025,Organic
CUST058388,03-01-2025,Referral
CUST058389,30-12-2024,Social
CUST058390,10-01-2025,Social
CUST058391,22-06-2025,Paid
CUST058394,03-05-2025,Organic
CUST058395,28-04-2025,Referral
CUST058397,19-06-2025,Paid
CUST058398,24-12-2024,Organic
CUST058399,03-01-2025,Social
CUST058401,18-03-2025,Organic
CUST058403,17-07-2025,Social
CUST058404,02-08-2025,Paid
CUST058405,31-03-2025,Organic
CUST058406,09-03-2025,Organic
CUST058407,04-12-2024,Organic
CUST058418,19-02-2025,Organic
CUST058419,14-01-2025,Referral
CUST058422,19-02-2025,Organic
CUST058425,21-08-2025,Paid
CUST058426,31-01-2025,Organic
CUST058430,22-01-2025,Social
CUST058432,11-02-2025,Organic
CUST058434,16-08-2025,Referral
CUST058435,22-11-2024,Social
CUST058437,25-01-2025,Organic
CUST058438,11-04-2025,Organic
CUST058440,19-02-2025,Organic
CUST058441,03-01-2025,Paid
CUST058442,04-04-2025,Organic
CUST058445,14-07-2025,Paid
CUST058447,24-12-2024,Organic
CUST058448,27-05-2025,Referral
CUST058450,16-12-2024,Paid
CUST058452,27-01-2025,Organic
CUST058454,10-04-2025,Referral
CUST058460,03-04-2025,Social
CUST058466,06-03-2025,Organic
CUST058467,24-03-2025,Social
CUST058468,20-03-2025,Referral
CUST058469,27-01-2025,Referral
CUST058471,17-05-2025,Social
CUST058473,12-05-2025,Organic
CUST058477,24-06-2025,Organic
CUST058478,26-01-2025,Organic
CUST058483,08-08-2025,Organic
CUST058484,24-03-2025,Organic
CUST058487,05-01-2025,Referral
CUST058490,23-02-2025,Social
CUST058491,26-01-2025,Organic
CUST058493,22-03-2025,Paid
CUST058495,06-07-2025,Paid
CUST058497,09-01-2025,Paid
CUST058498,04-02-2025,Organic
CUST058499,14-01-2025,Paid
CUST058507,14-08-2025,Paid
CUST058513,08-02-2025,Organic
CUST058514,18-11-2024,Referral
CUST058515,13-01-2025,Paid
CUST058516,05-03-2025,Referral
CUST058517,18-12-2024,Paid
CUST058519,05-12-2024,Paid
CUST058520,12-02-2025,Social
CUST058521,13-12-2024,Organic
CUST058522,09-02-2025,Organic
CUST058523,31-03-2025,Organic
CUST058524,17-02-2025,Paid
CUST058525,09-11-2024,Organic
CUST058528,26-01-2025,Organic
CUST058529,13-12-2024,Organic
CUST058530,24-01-2025,Social
CUST058531,13-01-2025,Organic
CUST058532,11-01-2025,Organic
CUST058533,03-12-2024,Organic
CUST058534,25-02-2025,Organic
CUST058535,02-08-2025,Paid
CUST058536,31-12-2024,Organic
CUST058537,01-05-2025,Paid
CUST058538,20-07-2025,Paid
CUST058540,21-12-2024,Organic
CUST058541,09-07-2025,Social
CUST058542,09-02-2025,Organic
CUST058544,06-03-2025,Paid
CUST058545,05-04-2025,Organic
CUST058546,24-07-2025,Paid
CUST058547,07-08-2025,Social
CUST058548,15-07-2025,Paid
CUST058549,04-12-2024,Organic
CUST058550,18-01-2025,Organic
CUST058551,08-03-2025,Referral
CUST058552,31-01-2025,Paid
CUST058554,27-07-2025,Social
CUST058556,18-11-2024,Social
CUST058557,30-11-2024,Organic
CUST058561,01-12-2024,Organic
CUST058564,27-11-2024,Organic
CUST058565,02-01-2025,Organic
CUST058568,19-01-2025,Social
CUST058569,11-03-2025,Organic
CUST058570,25-05-2025,Organic
CUST058571,19-12-2024,Paid
CUST058572,23-12-2024,Social
CUST058574,17-04-2025,Paid
CUST058575,22-01-2025,Organic
CUST058576,29-07-2025,Paid
CUST058577,02-05-2025,Organic
CUST058578,05-03-2025,Paid
CUST058580,24-11-2024,Paid
CUST058581,03-06-2025,Paid
CUST058584,03-01-2025,Paid
CUST058585,24-03-2025,Organic
CUST058587,08-03-2025,Organic
CUST058588,20-03-2025,Organic
CUST058592,28-03-2025,Organic
CUST058595,13-12-2024,Referral
CUST058599,15-01-2025,Organic
CUST058600,21-02-2025,Organic
CUST058601,27-03-2025,Paid
CUST058602,09-04-2025,Paid
CUST058603,16-12-2024,Paid
CUST058605,17-01-2025,Social
CUST058606,24-06-2025,Social
CUST058607,16-03-2025,Social
CUST058608,19-02-2025,Referral
CUST058610,19-12-2024,Social
CUST058613,13-03-2025,Organic
CUST058614,11-02-2025,Referral
CUST058615,29-12-2024,Organic
CUST058617,02-01-2025,Organic
CUST058622,13-12-2024,Organic
CUST058625,19-03-2025,Organic
CUST058626,31-01-2025,Referral
CUST058627,08-04-2025,Organic
CUST058628,20-02-2025,Organic
CUST058629,13-03-2025,Organic
CUST058630,11-02-2025,Referral
CUST058631,26-12-2024,Organic
CUST058633,29-03-2025,Paid
CUST058636,10-12-2024,Organic
CUST058637,27-12-2024,Organic
CUST058640,28-05-2025,Paid
CUST058641,25-03-2025,Organic
CUST058642,02-01-2025,Paid
CUST058643,25-12-2024,Organic
CUST058644,03-01-2025,Organic
CUST058645,04-03-2025,Social
CUST058646,26-06-2025,Paid
CUST058648,07-07-2025,Social
CUST058649,05-05-2025,Paid
CUST058651,17-01-2025,Referral
CUST058652,27-01-2025,Paid
CUST058653,21-08-2025,Organic
CUST058654,17-02-2025,Organic
CUST058656,26-02-2025,Referral
CUST058658,07-06-2025,Organic
CUST058661,21-01-2025,Organic
CUST058666,08-05-2025,Organic
CUST058667,15-03-2025,Organic
CUST058668,11-03-2025,Paid
CUST058670,03-02-2025,Referral
CUST058672,03-04-2025,Paid
CUST058673,22-12-2024,Organic
CUST058674,11-05-2025,Referral
CUST058676,14-03-2025,Organic
CUST058677,07-02-2025,Referral
CUST058678,24-04-2025,Organic
CUST058679,27-04-2025,Paid
CUST058681,30-08-2025,Organic
CUST058682,24-12-2024,Organic
CUST058683,27-12-2024,Social
CUST058691,04-02-2025,Paid
CUST058693,09-01-2025,Paid
CUST058694,12-01-2025,Organic
CUST058696,27-05-2025,Paid
CUST058701,21-03-2025,Organic
CUST058702,20-02-2025,Social
CUST058706,14-03-2025,Paid
CUST058707,19-03-2025,Paid
CUST058709,11-02-2025,Paid
CUST058711,20-08-2025,Organic
CUST058712,22-05-2025,Social
CUST058713,12-01-2025,Paid
CUST058714,22-11-2024,Organic
CUST058720,02-06-2025,Organic
CUST058721,24-01-2025,Social
CUST058722,07-02-2025,Organic
CUST058723,05-01-2025,Referral
CUST058724,17-02-2025,Organic
CUST058726,21-03-2025,Referral
CUST058728,28-07-2025,Paid
CUST058729,26-07-2025,Social
CUST058731,26-12-2024,Organic
CUST058733,27-01-2025,Referral
CUST058736,20-11-2024,Organic
CUST058739,05-02-2025,Organic
CUST058744,23-01-2025,Paid
CUST058745,13-12-2024,Organic
CUST058746,25-07-2025,Paid
CUST058747,13-12-2024,Paid
CUST058748,31-07-2025,Organic
CUST058752,27-02-2025,Referral
CUST058753,18-12-2024,Organic
CUST058755,06-03-2025,Organic
CUST058758,23-12-2024,Organic
CUST058759,25-04-2025,Organic
CUST058760,11-05-2025,Organic
CUST058761,23-12-2024,Organic
CUST058762,04-04-2025,Paid
CUST058767,02-03-2025,Paid
CUST058768,24-04-2025,Referral
CUST058769,15-04-2025,Organic
CUST058770,27-01-2025,Organic
CUST058771,11-11-2024,Organic
CUST058772,17-02-2025,Organic
CUST058773,15-04-2025,Organic
CUST058774,13-01-2025,Paid
CUST058775,06-01-2025,Organic
CUST058783,11-02-2025,Referral
CUST058784,09-01-2025,Referral
CUST058785,17-01-2025,Organic
CUST058786,05-02-2025,Organic
CUST058788,04-02-2025,Paid
CUST058789,04-05-2025,Referral
CUST058793,21-12-2024,Organic
CUST058795,29-12-2024,Social
CUST058797,04-02-2025,Organic
CUST058798,09-03-2025,Social
CUST058800,01-06-2025,Organic
CUST058801,14-01-2025,Organic
CUST058803,29-04-2025,Organic
CUST058804,05-01-2025,Paid
CUST058808,23-01-2025,Organic
CUST058810,06-05-2025,Organic
CUST058811,07-12-2024,Organic
CUST058812,06-02-2025,Social
CUST058814,06-01-2025,Organic
CUST058815,08-06-2025,Social
CUST058816,06-05-2025,Social
CUST058817,08-12-2024,Organic
CUST058818,03-02-2025,Organic
CUST058819,04-02-2025,Organic
CUST058824,27-04-2025,Organic
CUST058828,08-03-2025,Referral
CUST058831,24-04-2025,Referral
CUST058833,07-06-2025,Organic
CUST058835,03-06-2025,Paid
CUST058836,28-12-2024,Organic
CUST058837,12-01-2025,Organic
CUST058840,07-03-2025,Organic
CUST058842,25-03-2025,Organic
CUST058844,03-04-2025,Organic
CUST058847,26-12-2024,Organic
CUST058849,24-02-2025,Organic
CUST058851,10-12-2024,Organic
CUST058854,16-11-2024,Social
CUST058855,20-05-2025,Organic
CUST058859,20-02-2025,Organic
CUST058860,18-06-2025,Paid
CUST058861,14-08-2025,Social
CUST058864,30-05-2025,Paid
CUST058866,06-03-2025,Referral
CUST058867,20-12-2024,Paid
CUST058870,15-04-2025,Referral
CUST058872,09-12-2024,Organic
CUST058873,01-08-2025,Paid
CUST058876,11-08-2025,Referral
CUST058877,07-04-2025,Organic
CUST058878,03-12-2024,Organic
CUST058881,24-12-2024,Paid
CUST058882,08-02-2025,Organic
CUST058886,09-04-2025,Social
CUST058887,30-01-2025,Organic
CUST058891,16-11-2024,Organic
CUST058892,23-02-2025,Paid
CUST058895,23-03-2025,Referral
CUST058898,15-03-2025,Organic
CUST058899,16-11-2024,Paid
CUST058901,07-07-2025,Referral
CUST058902,28-02-2025,Organic
CUST058903,05-05-2025,Social
CUST058904,14-04-2025,Organic
CUST058907,06-02-2025,Social
CUST058908,10-06-2025,Paid
CUST058909,12-06-2025,Social
CUST058914,21-01-2025,Organic
CUST058915,12-12-2024,Organic
CUST058916,27-12-2024,Organic
CUST058920,09-03-2025,Organic
CUST058921,22-04-2025,Paid
CUST058926,06-12-2024,Referral
CUST058929,20-03-2025,Organic
CUST058930,04-01-2025,Organic
CUST058931,22-12-2024,Paid
CUST058933,21-01-2025,Referral
CUST058935,04-11-2024,Referral
CUST058936,14-05-2025,Organic
CUST058941,05-01-2025,Organic
CUST058942,28-06-2025,Referral
CUST058943,11-03-2025,Organic
CUST058945,25-12-2024,Organic
CUST058946,31-01-2025,Paid
CUST058947,07-03-2025,Paid
CUST058950,07-02-2025,Referral
CUST058951,06-04-2025,Referral
CUST058954,08-03-2025,Referral
CUST058955,15-01-2025,Referral
CUST058958,18-01-2025,Organic
CUST058959,30-12-2024,Paid
CUST058960,27-03-2025,Organic
CUST058961,30-08-2025,Paid
CUST058962,24-02-2025,Social
CUST058964,23-12-2024,Organic
CUST058966,27-11-2024,Organic
CUST058967,23-07-2025,Paid
CUST058969,06-07-2025,Paid
CUST058970,20-01-2025,Referral
CUST058973,15-06-2025,Paid
CUST058981,30-03-2025,Organic
CUST058982,02-09-2025,Organic
CUST058984,22-11-2024,Organic
CUST058985,24-08-2025,Paid
CUST058987,23-12-2024,Organic
CUST058988,27-01-2025,Paid
CUST058990,28-03-2025,Organic
CUST058992,04-01-2025,Paid
CUST058994,21-11-2024,Referral
CUST059000,12-01-2025,Social
CUST059002,06-01-2025,Referral
CUST059003,19-07-2025,Organic
CUST059004,03-02-2025,Organic
CUST059005,25-03-2025,Referral
CUST059007,13-12-2024,Organic
CUST059008,10-04-2025,Organic
CUST059009,23-03-2025,Organic
CUST059011,19-06-2025,Paid
CUST059014,21-12-2024,Organic
CUST059015,05-05-2025,Organic
CUST059016,07-04-2025,Organic
CUST059017,07-07-2025,Paid
CUST059018,11-01-2025,Organic
CUST059019,28-05-2025,Organic
CUST059021,15-01-2025,Social
CUST059025,19-11-2024,Referral
CUST059026,16-12-2024,Social
CUST059027,13-03-2025,Organic
CUST059028,10-04-2025,Organic
CUST059029,10-01-2025,Organic
CUST059032,21-02-2025,Organic
CUST059033,24-07-2025,Paid
CUST059037,04-05-2025,Organic
CUST059038,11-01-2025,Referral
CUST059040,12-11-2024,Social
CUST059042,22-04-2025,Social
CUST059043,24-12-2024,Organic
CUST059044,04-02-2025,Organic
CUST059045,17-03-2025,Organic
CUST059046,09-01-2025,Referral
CUST059049,26-04-2025,Organic
CUST059052,09-02-2025,Organic
CUST059053,26-02-2025,Organic
CUST059054,07-02-2025,Organic
CUST059057,06-12-2024,Organic
CUST059058,22-07-2025,Referral
CUST059061,11-07-2025,Paid
CUST059062,30-06-2025,Organic
CUST059063,24-01-2025,Organic
CUST059064,22-02-2025,Organic
CUST059065,25-11-2024,Organic
CUST059066,14-04-2025,Organic
CUST059067,28-12-2024,Organic
CUST059069,27-02-2025,Referral
CUST059079,27-01-2025,Paid
CUST059084,26-11-2024,Referral
CUST059085,08-03-2025,Paid
CUST059087,08-09-2025,Social
CUST059088,09-09-2025,Paid
CUST059089,18-01-2025,Organic
CUST059090,11-01-2025,Paid
CUST059091,20-11-2024,Organic
CUST059094,17-11-2024,Organic
CUST059095,09-03-2025,Organic
CUST059101,16-04-2025,Paid
CUST059103,25-03-2025,Organic
CUST059105,25-12-2024,Referral
CUST059106,01-03-2025,Paid
CUST059108,21-03-2025,Organic
CUST059110,02-02-2025,Referral
CUST059111,13-07-2025,Paid
CUST059112,07-05-2025,Organic
CUST059114,26-03-2025,Paid
CUST059116,02-02-2025,Organic
CUST059117,17-01-2025,Paid
CUST059123,03-03-2025,Social
CUST059124,26-09-2025,Paid
CUST059125,19-12-2024,Paid
CUST059126,29-11-2024,Paid
CUST059127,19-01-2025,Referral
CUST059130,17-01-2025,Referral
CUST059137,12-01-2025,Organic
CUST059143,01-04-2025,Referral
CUST059147,13-12-2024,Social
CUST059148,03-01-2025,Paid
CUST059150,21-12-2024,Paid
CUST059151,19-04-2025,Social
CUST059152,13-02-2025,Paid
CUST059153,04-12-2024,Paid
CUST059154,05-01-2025,Organic
CUST059157,12-06-2025,Social
CUST059158,20-04-2025,Referral
CUST059161,31-01-2025,Organic
CUST059164,27-08-2025,Paid
CUST059165,15-08-2025,Paid
CUST059167,22-02-2025,Referral
CUST059169,07-02-2025,Organic
CUST059170,19-02-2025,Organic
CUST059171,10-03-2025,Paid
CUST059172,05-12-2024,Paid
CUST059175,21-06-2025,Referral
CUST059177,07-02-2025,Organic
CUST059182,16-01-2025,Social
CUST059185,25-06-2025,Paid
CUST059186,30-01-2025,Organic
CUST059188,16-05-2025,Paid
CUST059189,23-06-2025,Organic
CUST059190,17-12-2024,Organic
CUST059193,25-04-2025,Organic
CUST059196,06-08-2025,Paid
CUST059197,18-02-2025,Organic
CUST059199,25-12-2024,Organic
CUST059200,06-12-2024,Organic
CUST059203,07-05-2025,Organic
CUST059205,16-04-2025,Paid
CUST059207,17-03-2025,Referral
CUST059208,18-01-2025,Paid
CUST059210,05-05-2025,Organic
CUST059212,03-05-2025,Organic
CUST059213,13-12-2024,Referral
CUST059214,10-03-2025,Social
CUST059216,19-12-2024,Referral
CUST059219,18-01-2025,Paid
CUST059220,20-05-2025,Referral
CUST059222,10-12-2024,Paid
CUST059223,12-12-2024,Organic
CUST059225,16-03-2025,Organic
CUST059227,18-08-2025,Paid
CUST059230,21-01-2025,Paid
CUST059231,19-02-2025,Paid
CUST059233,05-05-2025,Social
CUST059234,13-12-2024,Paid
CUST059236,25-12-2024,Organic
CUST059240,08-02-2025,Organic
CUST059241,07-02-2025,Referral
CUST059243,16-03-2025,Referral
CUST059245,06-01-2025,Organic
CUST059248,16-04-2025,Organic
CUST059251,06-02-2025,Organic
CUST059254,15-05-2025,Referral
CUST059256,03-02-2025,Referral
CUST059257,08-03-2025,Organic
CUST059259,29-05-2025,Organic
CUST059260,26-03-2025,Organic
CUST059261,21-03-2025,Referral
CUST059262,25-03-2025,Organic
CUST059263,22-01-2025,Social
CUST059264,07-01-2025,Organic
CUST059265,16-08-2025,Organic
CUST059266,12-04-2025,Organic
CUST059268,19-02-2025,Organic
CUST059271,31-03-2025,Organic
CUST059272,10-03-2025,Organic
CUST059273,22-03-2025,Organic
CUST059275,29-01-2025,Organic
CUST059277,30-05-2025,Paid
CUST059279,16-03-2025,Organic
CUST059282,14-01-2025,Paid
CUST059284,02-02-2025,Organic
CUST059285,23-03-2025,Paid
CUST059288,08-02-2025,Paid
CUST059289,23-02-2025,Paid
CUST059290,11-12-2024,Organic
CUST059293,29-01-2025,Paid
CUST059294,15-12-2024,Organic
CUST059296,17-04-2025,Organic
CUST059297,15-11-2024,Organic
CUST059298,14-02-2025,Paid
CUST059301,13-03-2025,Organic
CUST059304,09-04-2025,Paid
